Date,Year of Study,Subject,Sex,Location,Time,Salary,Remarks
2017-12-13,F.3,"中文,英文",女,馬鞍山錦隆苑,"星期一至五其中2天,6:30pm開始,2小時",$140/小時,"中英文成績良好,女大學生優先,有經驗"
2017-12-13,P.1,全科,男,藍田康盈苑,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"細心,有耐性,成績良好,時間穩定"
2017-12-13,F.4,經濟(英中),女,藍田康逸苑,"一星期1天,5:00pm后,1.5小時",$130/小時,"女導師,有耐性,主動d"
2017-12-13,P.4,"中文,數學",女,大埔近火車站,"星期一,二,四,5:00-6:30pm,1.5小時",$100/小時,"女導師,有經驗,有耐性"
2017-12-13,P.3,"全科,英文",男,荔枝角宇晴軒,"星期二,三,五,5:00-6:30pm,1.5小時",$100/小時,"男女都可,中六以上,成績良好,住附近"
2017-12-13,F.5,物理(中中),男,北角雲景道,"星期日,10:00-12:00am,2小時",$160/小時,"物理成績5*以上,男導師,時間穩定"
2017-12-13,P.5,數學,女,長沙灣長沙灣道,"星期六,日,10:00-12:00am,2小時",$250/小時,"要求現職小學數學女老師,有時間"
2017-12-13,F.1,"全科,中文",男,荃灣寶石大廈,"星期二,五,6:30-8:00pm,1.5小時",$120/小時,"主要教中文,男大學生,成績良好,有經驗"
2017-12-12,P.6,中文,女,粉嶺雞嶺附近,"星期二,四,6:00-8:00pm,2小時",$260/小時,"要求現職小學中文老師,有時間,嚴厲d"
2017-12-12,F.4,數學(英中),女,黃大仙翠竹花園,"時間再夾,1.5小時",$150/小時,"女大學生,有經驗,有耐性"
2017-12-12,F.2,數學(英中),女,灣仔合和中心,"星期六,日,10:30-12:00am,1.5小時",$130/小時,"女大學生,數學成績5*以上,可提供練習"
2017-12-12,P.3,"全科,英文,數學",女,石硤尾又一村石竹路,"星期一,三,五,4:00-5:30pm,1.5小時",$100/小時,"成績良好,大學生優先,有經驗,有方法"
2017-12-12,F.3,理科(英中),男,沙田作壆坑新村,"星期一6:00-7:30,1.5小時",$130/小時,"男大學生,有經驗,有耐性"
2017-12-12,F.6,通識(英中),男,荃灣綠楊新村,"星期六/日,13:00-15:00pm,2小時",$170/小時,"要求英中學生,通識成績5*,男導師"
2017-12-12,K.3以下,全科,女,將軍澳明德村,"星期一至三,4:00-5:30pm,1.5小時",$100/小時,"女,中六以上,細心,主動溝通,成績良好"
2017-12-12,P.4,"全科,中文",男,薄扶林薄扶林花園,"星期二至五,5:00-6:30pm,1.5小時",$110/小時,"主要教中文,男導師,中文成績良好"
2017-12-12,F.2,"英文,數學",男,上水新豐路,"星期一至五其中2天,6:00pm開始,2小時",$130/小時,"英數成績良好,男大學生,有方法及耐性"
2017-12-12,P.5,數學,女,小西灣富怡花園,"星期一,三,6:00-8:00pm,2小時",$250/小時,"要求現職小學數學老師,有時間,有練習"
2017-12-12,P.2,英文,女,葵涌華景山莊,"星期二,五,5:00-7:00pm,2小時",$160/小時,"要求全職英文補習老師,時間穩定,嚴d"
2017-12-12,F.5,化學(中中),男,東涌逸東村,"星期六or日,10:00-12:00am,2小時",$160/小時,"化學成績5以上,男大學生,有經驗"
2017-12-12,P.3,鋼琴(2級),女,馬鞍山大水坑村,"星期三,5:00-5:45pm,45mins",$160/小時,"女導師,鋼琴8級,有經驗,時間穩定"
2017-12-12,F.4,物理(中中),男,牛頭角彩霞村,"星期日,11:00-13:00am,2小時",$150/小時,"物理成績5以上,有經驗,男大學生,主動"
2017-12-12,P.1,全科,女,土瓜灣木廠街,"星期一至五,4:00-5:30pm,1.5小時",$90/小時,"中六以上,女導師優先,成績良好,細心"
2017-12-12,F.2,數學(中中),女,大埔汀角路汀角村,"星期六,日,10:00-12:00am,2小時",$130/小時,"中中學生,數學成績5*,可提供一些練習"
