Date,Year of Study,Subject,Sex,Location,Time,Salary,Remarks
12/15/2017,F.2,中文(中中),男,太古城富天閣,"星期六or日,14:00-16:00pm,2小時",$130/小時,"要求中中學生,成績良好,有經驗及耐性"
12/15/2017,P.4,數學,女,佐敦道船街附近,"星期三,五,6:00-8:00pm,2小時",$250/小時,"要求現職小學數學老師,有時間"
12/15/2017,F.1,"中文,英文,數學",男,馬鞍山帝琴灣,"星期六,日,10:30-12:00am,1.5小時",$120/小時,"男導師,成績良好,1年以上經驗,有耐性"
12/15/2017,F.3,"IB,數學,科學(國際學校)",男,銅鑼灣近大坑道,星期六 12:00-1:30pm 1.5小時,$190/小時,"男女亦可,成績良好,有經驗"
12/15/2017,P.5,"英文,數學",女,油塘鯉魚門村,"星期二5:30-6:30pm,1小時,四6:00-7:30pm,星期六10:30-12:00am,1",$100/小時,"女,有經驗,成績良好"
12/15/2017,P.5,"全科,英文,中文",男,油麻地駿發花園,"星期一,三,五,6:00-7:30pm,1.5小時",$110/小時,"成績良好,有經驗及耐性,時間穩定"
12/15/2017,F.5,Bio(英中),男,粉嶺景盛苑,"星期六,14:00-16:00pm,2小時",$160/小時,"生物成績5以上,男大學生,有方法"
12/15/2017,P.1,全科,女,沙田碧濤花園,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"女導師,中六以上,細心,住附近優先"
12/15/2017,F.1,"英文,數學",女,銅鑼灣渣甸山,"星期一至五其中2天,6:00pm開始,2小時",$120/小時,"英數成績良好,女導師,開朗d,成績良好"
12/15/2017,P.3,"全科,英文",男,九龍灣得寶花園,"星期二,四,五,5:00-6:30pm,1.5小時i",$100/小時,"主要教功課,預溫,男女亦可,有耐性"
12/14/2017,P.5,全科,男,觀塘秀茂坪?,"星期三,六4:00-7:30pm,其中1.5小時",$100/小時,"男女亦可,成績良好,有經驗"
12/14/2017,大專或以上,鋼琴(初級),女,黃大仙地鐵站,"星期五5:00-5:45pm,45min",$130/小時,"男女亦可,在老師屋企上堂"
12/14/2017,P.1,英文,男,?磡火車站附近,"星期五4:00-7:00pm,其中1.5小時",$200/小時,"女導師,英文流利"
12/14/2017,P.4,"全科,數學",女,灣仔軒尼詩道,"星期三至四,5:30-7:00pm,1.5小時",$110/小時,"主要補數學,預溫,可提供教材及練習"
12/14/2017,F.3,"中文,英文",男,鑽石山采頤花園,"星期三,五,7:00-8:30pm,1.5小時",$150/小時,"中英文成績良好,男大學生,時間可商議"
12/14/2017,P.2,"全科,英文",男1名女1名,荃灣荃景圍,"星期一,二,四,五,4:00pm後,2小時",$100/小時,"中六以上,細心d,主動溝通,成績良好"
12/14/2017,K.3以下,全科,男,西貢普通道,"星期一,二,四,4:00-5:30pm,1.5小時",$100/小時,"成績良好,有經驗,細心d,住附近優先"
12/14/2017,F.5,英文(英中),男,何文田培正附近,"星期六,14:00-16:00pm,2小時",$160/小時,"英中學生,男,英文成績5*,有經驗及耐性"
12/14/2017,P.2,普通話,男,紅磡都會軒,"星期二,5:00-6:00pm,1小時",$160/小時,"男女都可,有普通話證書,內地人優先"
12/14/2017,F.2,數學(英中),女,馬鞍山富寶花園,"星期一至五其中2天,6:30pm開始,2小時",$130/小時,"女大學生,數學成績5*,有經驗,提供練習"
12/14/2017,P.3,"全科,英文",女,黃大仙鳳凰新村,"星期一,三,四,5:00-6:30pm,1.5小時",$100/小時,"主要教功課,預溫,男女都可,成績良好"
12/14/2017,P.5,中文,男,將軍澳調景嶺站附近,"星期三,五,6:00-8:00pm,2小時",$250/小時,"要求現職小學中文老師,有時間,嚴d"
12/14/2017,F.6,通識(英中),男,上水北區醫院附近,"星期日,10:00-12:00am,2小時",$170/小時,"通識成績5*,2年以上經驗,時間穩定"
12/14/2017,P.4,"全科,中文",女,筲箕灣東熹苑,"星期一,三,四,五,5:00-6:30pm,1.5小時",$110/小時,"主要補中文,女導師,成績良好,主動溝通"
12/14/2017,F.3,數學(英中),女,中環金鐘統一中心,"星期六,日,10:00-12:00am,2小時",$150/小時,"英中學生,有教數學經驗,成績良好,女"
12/14/2017,P.5,"全科,英文（國際學校）",男2名,調景嶺近地鐵,"星期二四五5:00-7:00pm,2小時(22/12唔補)",$120/小時,"男女亦可,有經驗,英文成績良好"
12/14/2017,F.4,"經濟,會計,英文(英中)",女,藍田康逸苑,"一星期1天,5:00pm后,1.5小時",$130/小時,"女導師,有耐性,主動d"
12/14/2017,P.1,全科,女,何文田梭椏道,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"中六以上,主要教功課,預溫,有責任感"
12/14/2017,F.4,化學(中中),男,大埔大埔寶馬山,"星期六or日,14:00-16:00pm,2小時",$150/小時,"化學成績5以上,有經驗,有方法,男導師"
12/14/2017,P.3,鋼琴(2級),女,觀塘官樂道,"星期六,10:00-10:45am,45mins",$160/小時,"鋼琴8級或以上,有經驗,有方法,細心d"
12/14/2017,P.6,"中文,英文,數學",女,葵涌打磚坪街附近,"星期二,四,五,6:00-7:30pm,1.5小時",$120/小時,"成績良好,女大學生,有經驗,有方法"
12/14/2017,P.2,全科,女,大圍恆豐花園,"星期二至五,5:00-6:30pm,1.5小時",$100/小時,"主要教功課,預溫,女導師優先選擇"
12/14/2017,F.1,中文(中中),男,太古城中心,"星期二,四,7;00-8:30pm,1.5小時",$130/小時,"中中學生,男導師,中文成績5*,有方法"
12/13/2017,P.1,普通話,女,沙田新田圍村,"星期三,5:00-6:00pm,1小時",$160/小時,"內地優先,表達能力好,有教普通話經驗"
12/13/2017,P.2,英文,男,香港仔田灣?,"一星期2天,4:30-6:00pm,1.5小時",$100/小時,"男女亦可,有經驗"
12/13/2017,P.1,全科,女,大埔太湖花園,"星期一, 三, 五 ,5:00-7:00pm,2小時",$90/小時,"女大學生,有經驗,有耐性"
12/13/2017,P.3,"全科,英文,數學",男,中環碧瑤灣,"星期二至五,5:00-6:30pm,1.5小時",$100/小時,"中六以上,主要教功課,預溫,男女亦可"
12/13/2017,P.4,小提琴(2級),女,東涌東堤灣畔,"星期六,10:00-10:45am,45mins",$160/小時,"女,有小提琴證書,有經驗,有耐性"
12/13/2017,F.6,經濟(英中),男,九龍城秀竹園道附近,"星期日,11:00-12:30am,1.5小時",$170/小時,"經濟成績5*,男導師,細心d,有責任感"
12/13/2017,P.2,"全科,英文",男1名女1名,將軍澳新寶城,"星期一,三,四,五,4:00-6:00pm,2小時",$110/小時,"女導師,細心d,有經驗及耐性,成績良好"
12/13/2017,P.6,"全科,數學",女,鑽石山悅庭軒,"星期二,四,五,6:00-7:30pm,1.5小時",$120/小時,"主要補數學,女大學生,可提供練習"
12/13/2017,P.1,全科,男,大埔滌濤山,"星期一,二,三,4:00-5:30pm,1.5小時",$100/小時,"中六以上,細心,有耐性,住附近優先"
12/13/2017,P.3,英文,男,則魚涌地鐵附近,"星期一,三,五,4:00-5:30pm,1.5小時",$160/小時,"要求全職英文補習老師,女,有方法"
12/13/2017,F.1,中文(中中),男,沙田九肚山馬料村,"星期二,五,6:00-8:00pm,2小時",$120/小時,"男大學生,中中,中文成績5以上,有經驗"
12/13/2017,P.4,"英文,數學(中小)",女,長沙灣近明愛醫院,"星期六 5:00-6:30pm,1.5小時",$100/小時,"女導師,成績良好,有經驗"
12/13/2017,P.4,"全科,英文,中文",女,九龍塘范信達道,"星期二,三,四,五,5:00-6:30pm,1.5小時",$110/小時,"成績良好,1年以上經驗,有方法,女"
12/13/2017,F.2,"英文,數學",女,柴灣峰華村,"星期一至五其中2天,6:30pm開始,1.5小時",$130/小時,"女,英數成績良好,有方法,有經驗"
12/13/2017,P.6,中文,男,葵涌葵盛東村,"星期三,五,6:00-7:30pm,1.5小時",$180/小時,"要求全職中文補習老師,提供教材及練習"
12/13/2017,F.4,Bio(英中),男,屯門藍浪海灣,"星期六,10:00-12:00am,2小時",$150/小時,"生物成績5以上,英中學生優先,男導師"
12/13/2017,F.3,"中文,英文",女,馬鞍山錦隆苑,"星期一至五其中2天,6:30pm開始,2小時",$140/小時,"中英文成績良好,女大學生優先,有經驗"
12/13/2017,P.1,全科,男,藍田康盈苑,"星期一至五,4:00-5:30pm,1.5小時",$100/小時,"細心,有耐性,成績良好,時間穩定"
12/13/2017,F.4,經濟(英中),女,藍田康逸苑,"一星期1天,5:00pm后,1.5小時",$130/小時,"女導師,有耐性,主動d"
12/13/2017,P.4,"中文,數學",女,大埔近火車站,"星期一,二,四,5:00-6:30pm,1.5小時",$100/小時,"女導師,有經驗,有耐性"
12/13/2017,P.3,"全科,英文",男,荔枝角宇晴軒,"星期二,三,五,5:00-6:30pm,1.5小時",$100/小時,"男女都可,中六以上,成績良好,住附近"
12/13/2017,F.5,物理(中中),男,北角雲景道,"星期日,10:00-12:00am,2小時",$160/小時,"物理成績5*以上,男導師,時間穩定"
12/13/2017,P.5,數學,女,長沙灣長沙灣道,"星期六,日,10:00-12:00am,2小時",$250/小時,"要求現職小學數學女老師,有時間"
12/13/2017,F.1,"全科,中文",男,荃灣寶石大廈,"星期二,五,6:30-8:00pm,1.5小時",$120/小時,"主要教中文,男大學生,成績良好,有經驗"
12/12/2017,P.6,中文,女,粉嶺雞嶺附近,"星期二,四,6:00-8:00pm,2小時",$260/小時,"要求現職小學中文老師,有時間,嚴厲d"
12/12/2017,F.4,數學(英中),女,黃大仙翠竹花園,"時間再夾,1.5小時",$150/小時,"女大學生,有經驗,有耐性"
12/12/2017,F.2,數學(英中),女,灣仔合和中心,"星期六,日,10:30-12:00am,1.5小時",$130/小時,"女大學生,數學成績5*以上,可提供練習"
12/12/2017,P.3,"全科,英文,數學",女,石硤尾又一村石竹路,"星期一,三,五,4:00-5:30pm,1.5小時",$100/小時,"成績良好,大學生優先,有經驗,有方法"
12/12/2017,F.3,理科(英中),男,沙田作壆坑新村,"星期一6:00-7:30,1.5小時",$130/小時,"男大學生,有經驗,有耐性"
12/12/2017,F.6,通識(英中),男,荃灣綠楊新村,"星期六/日,13:00-15:00pm,2小時",$170/小時,"要求英中學生,通識成績5*,男導師"
12/12/2017,K.3以下,全科,女,將軍澳明德村,"星期一至三,4:00-5:30pm,1.5小時",$100/小時,"女,中六以上,細心,主動溝通,成績良好"
12/12/2017,P.4,"全科,中文",男,薄扶林薄扶林花園,"星期二至五,5:00-6:30pm,1.5小時",$110/小時,"主要教中文,男導師,中文成績良好"
12/12/2017,F.2,"英文,數學",男,上水新豐路,"星期一至五其中2天,6:00pm開始,2小時",$130/小時,"英數成績良好,男大學生,有方法及耐性"
12/12/2017,P.5,數學,女,小西灣富怡花園,"星期一,三,6:00-8:00pm,2小時",$250/小時,"要求現職小學數學老師,有時間,有練習"
12/12/2017,P.2,英文,女,葵涌華景山莊,"星期二,五,5:00-7:00pm,2小時",$160/小時,"要求全職英文補習老師,時間穩定,嚴d"
12/12/2017,F.5,化學(中中),男,東涌逸東村,"星期六or日,10:00-12:00am,2小時",$160/小時,"化學成績5以上,男大學生,有經驗"
12/12/2017,P.3,鋼琴(2級),女,馬鞍山大水坑村,"星期三,5:00-5:45pm,45mins",$160/小時,"女導師,鋼琴8級,有經驗,時間穩定"
12/12/2017,F.4,物理(中中),男,牛頭角彩霞村,"星期日,11:00-13:00am,2小時",$150/小時,"物理成績5以上,有經驗,男大學生,主動"
12/12/2017,P.1,全科,女,土瓜灣木廠街,"星期一至五,4:00-5:30pm,1.5小時",$90/小時,"中六以上,女導師優先,成績良好,細心"
12/12/2017,F.2,數學(中中),女,大埔汀角路汀角村,"星期六,日,10:00-12:00am,2小時",$130/小時,"中中學生,數學成績5*,可提供一些練習"
